event_id,pass_number,operation,group_id_1,group_id_2,source_partition,destination_partition,objective_before,objective_after,accepted
193,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_aad5191638e1,train|validation,validation|train,"[0,0,""67/431585"",""133428685613/92708637820"",""394/2365"",""2625b302064c942c5824843e40524505fb6142f202a1602c7af5d75914e69834""]","[0,0,""3/39235"",""140979926013/92708637820"",""394/2365"",""39dad66985a3bcfff3d3e42f2c7a9eb17992326300bb3ab93de2ef57189faa2a""]",True
194,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_c57c5cab66af,validation|test,test|validation,"[0,0,""3/39235"",""140979926013/92708637820"",""394/2365"",""39dad66985a3bcfff3d3e42f2c7a9eb17992326300bb3ab93de2ef57189faa2a""]","[0,0,""26/431585"",""140979926013/92708637820"",""394/2365"",""19cb98c3bd34c640ab7f61ebe5251a02367ac382cee1649eaf7ae50dc85c4071""]",True
195,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_c8ca54a9d725,test|train,train|test,"[0,0,""26/431585"",""140979926013/92708637820"",""394/2365"",""19cb98c3bd34c640ab7f61ebe5251a02367ac382cee1649eaf7ae50dc85c4071""]","[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""a8db8e12b599649e8c07ac4e4ce2b5f84d46f1523a4728b72e683e8bac62db06""]",True
196,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_d7595041e852,train|test,test|train,"[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""a8db8e12b599649e8c07ac4e4ce2b5f84d46f1523a4728b72e683e8bac62db06""]","[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""4c39d3590a3bb9a0b5487631c7fc6793130b15dead03c36c940caf5fd1ac2d30""]",True
197,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_eb45a6a5bba1,test|train,train|test,"[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""4c39d3590a3bb9a0b5487631c7fc6793130b15dead03c36c940caf5fd1ac2d30""]","[0,0,""1/61655"",""138439963333/92708637820"",""394/2365"",""2605626cef58a8ebe83bda0529a94a0f3264c28254031ea3c0381e6a80d80c0f""]",True
198,1,PAIRWISE_GROUP_SWAP,HBG_03eceaf747d7,HBG_78a0d2ccac9b,train|test,test|train,"[0,0,""1/61655"",""138439963333/92708637820"",""394/2365"",""2605626cef58a8ebe83bda0529a94a0f3264c28254031ea3c0381e6a80d80c0f""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""b761e16cb5c2b91c90f7448fac8fdfa06cf37f02c840aa7a417962c7f68c7eec""]",True
199,1,PAIRWISE_GROUP_SWAP,HBG_03eceaf747d7,HBG_87b102e549a1,test|train,train|test,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""b761e16cb5c2b91c90f7448fac8fdfa06cf37f02c840aa7a417962c7f68c7eec""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""3372f32e14cf8552449f708ba56743c25d4a84a869d757da1b96c3f5da232143""]",True
200,1,PAIRWISE_GROUP_SWAP,HBG_045a2b72d60d,HBG_1e12b659d031,train|validation,validation|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""3372f32e14cf8552449f708ba56743c25d4a84a869d757da1b96c3f5da232143""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""2dda3259a9b84e4707029ecd66f841a921401db9ece56b0175f680751d4e26ae""]",True
201,1,PAIRWISE_GROUP_SWAP,HBG_0620410523cb,HBG_eb45a6a5bba1,train|test,test|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""2dda3259a9b84e4707029ecd66f841a921401db9ece56b0175f680751d4e26ae""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""212a72768b47d5184ee1812891ba28fbfe05bb0a21f9ca5f472b6d487c6fbd4e""]",True
202,1,PAIRWISE_GROUP_SWAP,HBG_0d485f163e75,HBG_a401f7ece236,train|validation,validation|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""212a72768b47d5184ee1812891ba28fbfe05bb0a21f9ca5f472b6d487c6fbd4e""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""0c02e8a14f41fbc4748ffd2b390414c18dc664e594e802f76ed20210502236aa""]",True
203,1,PAIRWISE_GROUP_SWAP,HBG_1ce2cbd827ee,HBG_aad5191638e1,test|train,train|test,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""0c02e8a14f41fbc4748ffd2b390414c18dc664e594e802f76ed20210502236aa""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""023d2e935bf8c2a3cc82cada5823fb28826195c1ab5af6eb2dca030bf716e43b""]",True
204,1,PAIRWISE_GROUP_SWAP,HBG_51a5cb53dae6,HBG_8893f7734445,train|test,test|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""023d2e935bf8c2a3cc82cada5823fb28826195c1ab5af6eb2dca030bf716e43b""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""005c7a41d6775ba6e55d2cc523acc042bdc75f7cdea4a50efd6f00d7f8a65d0f""]",True
